"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of cell motility","GO:2000147","0.0000943352492546899","4.025325998711733","587","1323","68","21026",
"GO:BP","response to chemical","GO:0042221","0.0000943352492546899","4.025325998711733","3909","1323","314","21026",
"GO:BP","tube morphogenesis","GO:0035239","0.00011108818855842664","3.95433211492586","879","1323","92","21026",
"GO:BP","secretion","GO:0046903","0.0001131788523613282","3.946234714144014","992","1323","101","21026",
"GO:BP","response to abiotic stimulus","GO:0009628","0.0001131788523613282","3.946234714144014","1144","1323","113","21026",
"GO:BP","lipid metabolic process","GO:0006629","0.00011831350719373031","3.9269656715610775","1391","1323","132","21026",
"GO:BP","intracellular signal transduction","GO:0035556","0.00012516665935049043","3.902511338764629","2965","1323","247","21026",
"GO:BP","regulation of defense response","GO:0031347","0.00012516665935049043","3.902511338764629","809","1323","86","21026",
"GO:BP","positive regulation of cell migration","GO:0030335","0.0001305733164420537","3.884145565066995","559","1323","65","21026",
"GO:BP","regulation of response to stress","GO:0080134","0.00015853303775250399","3.799880218503304","1387","1323","131","21026",
"GO:BP","blood vessel morphogenesis","GO:0048514","0.00017577565184673537","3.755041282851204","635","1323","71","21026",
"GO:BP","regulation of system process","GO:0044057","0.00017783467762085505","3.7499835480288297","553","1323","64","21026",
"GO:BP","negative regulation of programmed cell death","GO:0043069","0.00018634335665908516","3.7296860856991394","905","1323","93","21026",
"GO:BP","epithelium development","GO:0060429","0.00020044767042568247","3.6979989866928324","1238","1323","119","21026",
"GO:BP","macromolecule modification","GO:0043412","0.00020433960265120685","3.689647455461984","3030","1323","250","21026",
"GO:BP","angiogenesis","GO:0001525","0.00023922012009378429","3.621202295928484","547","1323","63","21026",
"GO:BP","negative regulation of apoptotic process","GO:0043066","0.0002396211710542767","3.6204748137207035","874","1323","90","21026",
"GO:BP","regulation of cellular component organization","GO:0051128","0.00024164336515775686","3.616825124857535","2433","1323","207","21026",
"GO:BP","positive regulation of MAPK cascade","GO:0043410","0.00024349751897580836","3.613505459503167","456","1323","55","21026",
"GO:BP","cellular response to stress","GO:0033554","0.00024349751897580836","3.613505459503167","1830","1323","163","21026",
"GO:BP","organophosphate metabolic process","GO:0019637","0.00024349751897580836","3.613505459503167","1077","1323","106","21026",
"GO:BP","cell-cell adhesion","GO:0098609","0.00024349751897580836","3.613505459503167","976","1323","98","21026",
"GO:BP","inorganic cation transmembrane transport","GO:0098662","0.0002817526381044689","3.5501320088795496","854","1323","88","21026",
"GO:BP","programmed cell death","GO:0012501","0.00029755530870084485","3.526432297058013","1987","1323","174","21026",
"GO:BP","cell death","GO:0008219","0.00033237147228056294","3.47837625914429","1991","1323","174","21026",
"GO:BP","response to peptide","GO:1901652","0.00038279546414573764","3.417033216945737","962","1323","96","21026",
"GO:BP","chemotaxis","GO:0006935","0.0004603062151401241","3.3369531611415733","467","1323","55","21026",
"GO:BP","regulation of response to external stimulus","GO:0032101","0.0004603062151401241","3.3369531611415733","1082","1323","105","21026",
"GO:BP","monoatomic cation transport","GO:0006812","0.0004603062151401241","3.3369531611415733","1069","1323","104","21026",
"GO:BP","muscle structure development","GO:0061061","0.0004608248579003784","3.336464102159084","693","1323","74","21026",
"GO:BP","cellular response to cytokine stimulus","GO:0071345","0.0004622555770142959","3.335117840467495","854","1323","87","21026",
"GO:BP","regulation of protein metabolic process","GO:0051246","0.00047268943829425407","3.325424101402965","1855","1323","163","21026",
"GO:BP","apoptotic process","GO:0006915","0.00047268943829425407","3.325424101402965","1923","1323","168","21026",
"GO:BP","taxis","GO:0042330","0.0004966660070209357","3.303935563114149","469","1323","55","21026",
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","0.0005191022998581697","3.284747046995742","1048","1323","102","21026",
"GO:BP","response to cytokine","GO:0034097","0.0005351158341192405","3.271552198028043","947","1323","94","21026",
"GO:BP","catabolic process","GO:0009056","0.0005351158341192405","3.271552198028043","2639","1323","219","21026",
"GO:BP","purine nucleoside triphosphate metabolic process","GO:0009144","0.0005351158341192405","3.271552198028043","260","1323","36","21026",
"GO:BP","ribonucleoside triphosphate metabolic process","GO:0009199","0.0005351158341192405","3.271552198028043","260","1323","36","21026",
"GO:BP","positive regulation of transport","GO:0051050","0.0005399125099200015","3.26767660969067","847","1323","86","21026",
"GO:BP","cellular response to chemical stimulus","GO:0070887","0.0005399125099200015","3.26767660969067","2192","1323","187","21026",
"GO:BP","proton transmembrane transport","GO:1902600","0.0006029213450188145","3.2197393406830077","190","1323","29","21026",
"GO:BP","response to nitrogen compound","GO:1901698","0.0006183579239709244","3.2087600695569667","1080","1323","104","21026",
"GO:BP","muscle contraction","GO:0006936","0.0006208897055174804","3.206985540788605","349","1323","44","21026",
"GO:BP","regulation of apoptotic process","GO:0042981","0.000621189119019096","3.2067761601414047","1462","1323","133","21026",
"GO:BP","monoatomic cation transmembrane transport","GO:0098655","0.0006406275646425731","3.1933943786372043","877","1323","88","21026",
"GO:BP","purine ribonucleoside triphosphate metabolic process","GO:0009205","0.0006665175085823619","3.176188437726742","253","1323","35","21026",
"GO:BP","intracellular signaling cassette","GO:0141124","0.0006665175085823619","3.176188437726742","1912","1323","166","21026",
"GO:BP","positive regulation of inflammatory response","GO:0050729","0.0007021452600438511","3.153573031588931","153","1323","25","21026",
"GO:BP","carbohydrate derivative metabolic process","GO:1901135","0.0007402568331587935","3.130617575036993","983","1323","96","21026",
"GO:BP","nucleoside triphosphate metabolic process","GO:0009141","0.0007558306990889541","3.121575472601366","276","1323","37","21026",
"GO:BP","nervous system development","GO:0007399","0.0008233052234937268","3.0844391291806024","2604","1323","215","21026",
"GO:BP","protein modification process","GO:0036211","0.0008317381389279923","3.080013383708135","2846","1323","232","21026",
"GO:BP","regulation of immune system process","GO:0002682","0.0008317381389279923","3.080013383708135","1581","1323","141","21026",
"GO:BP","leukocyte differentiation","GO:0002521","0.0008317381389279923","3.080013383708135","636","1323","68","21026",
"GO:BP","regulation of cellular localization","GO:0060341","0.0008317381389279923","3.080013383708135","1013","1323","98","21026",
"GO:BP","regulation of biological quality","GO:0065008","0.0008317381389279923","3.080013383708135","2947","1323","239","21026",
"GO:BP","negative regulation of signaling","GO:0023057","0.0008654586380779024","3.062753683055797","1435","1323","130","21026",
"GO:BP","negative regulation of cell communication","GO:0010648","0.0008877931940799186","3.051688188647063","1436","1323","130","21026",
"GO:BP","positive regulation of defense response","GO:0031349","0.00089984315726535","3.0458331815275046","506","1323","57","21026",
"GO:BP","regulation of programmed cell death","GO:0043067","0.0009616110317984559","3.0170005629976244","1506","1323","135","21026",
"GO:BP","heart development","GO:0007507","0.0010513928103210695","2.9782349971183946","605","1323","65","21026",
"GO:BP","regulation of phosphate metabolic process","GO:0019220","0.0010662705949154398","2.97213256738667","956","1323","93","21026",
"GO:BP","positive regulation of signal transduction","GO:0009967","0.0010857295308767","2.964278349588202","1578","1323","140","21026",
"GO:BP","muscle cell differentiation","GO:0042692","0.0010917729665656704","2.961867663480056","405","1323","48","21026",
"GO:BP","regulation of phosphorus metabolic process","GO:0051174","0.0010917729665656704","2.961867663480056","957","1323","93","21026",
"GO:BP","response to tumor necrosis factor","GO:0034612","0.0011037821081828188","2.957116649934145","229","1323","32","21026",
"GO:BP","biological process involved in interspecies interaction between organisms","GO:0044419","0.0011919839131817424","2.923729605722917","1759","1323","153","21026",
"GO:BP","regulation of transmembrane transport","GO:0034762","0.0013098256191410548","2.882786519371578","443","1323","51","21026",
"GO:BP","response to oxygen levels","GO:0070482","0.0017273557555559248","2.7626182086030435","344","1323","42","21026",
"GO:BP","positive regulation of response to external stimulus","GO:0032103","0.001845030717679811","2.733996398931595","642","1323","67","21026",
"GO:BP","muscle system process","GO:0003012","0.001918497094611234","2.7170388541645254","438","1323","50","21026",
"GO:BP","regulation of mitochondrial membrane potential","GO:0051881","0.001931871003791352","2.714021875959833","72","1323","15","21026",
"GO:BP","positive regulation of developmental process","GO:0051094","0.001974733027024257","2.704491610279234","1343","1323","121","21026",
"GO:BP","response to hypoxia","GO:0001666","0.002029473167445893","2.6926166863064003","302","1323","38","21026",
"GO:BP","regulation of muscle contraction","GO:0006937","0.002118169612221126","2.6740392667486494","165","1323","25","21026",
"GO:BP","regulation of monoatomic ion transport","GO:0043269","0.002118169612221126","2.6740392667486494","452","1323","51","21026",
"GO:BP","negative regulation of cell adhesion mediated by integrin","GO:0033629","0.0022258113441049683","2.652511648485726","12","1323","6","21026",
"GO:BP","signal release","GO:0023061","0.002257129583021433","2.646443507127079","501","1323","55","21026",
"GO:BP","response to biotic stimulus","GO:0009607","0.002324074366781855","2.633749979308272","1634","1323","142","21026",
"GO:BP","response to decreased oxygen levels","GO:0036293","0.002387470261600425","2.6220620292953245","316","1323","39","21026",
"GO:BP","regulation of multicellular organismal development","GO:2000026","0.002397334803593682","2.620271309646147","1418","1323","126","21026",
"GO:BP","response to external biotic stimulus","GO:0043207","0.002415918704627823","2.6169176837618155","1595","1323","139","21026",
"GO:BP","morphogenesis of an epithelium","GO:0002009","0.002433676120920617","2.6137372191446415","503","1323","55","21026",
"GO:BP","cellular response to tumor necrosis factor","GO:0071356","0.002452022584466616","2.6104755340459316","208","1323","29","21026",
"GO:BP","negative regulation of response to stimulus","GO:0048585","0.002574833829078177","2.5892507935909683","1680","1323","145","21026",
"GO:BP","ribonucleoside triphosphate biosynthetic process","GO:0009201","0.0026122728436469484","2.58298146434111","119","1323","20","21026",
"GO:BP","positive regulation of protein metabolic process","GO:0051247","0.002957108062101924","2.5291328046869164","1039","1323","97","21026",
"GO:BP","vesicle-mediated transport","GO:0016192","0.0030766988303366854","2.511915013575204","1592","1323","138","21026",
"GO:BP","regulation of molecular function","GO:0065009","0.0030766988303366854","2.511915013575204","1496","1323","131","21026",
"GO:BP","regulation of developmental process","GO:0050793","0.0030766988303366854","2.511915013575204","2457","1323","200","21026",
"GO:BP","hemopoiesis","GO:0030097","0.0030766988303366854","2.511915013575204","976","1323","92","21026",
"GO:BP","organophosphate biosynthetic process","GO:0090407","0.0030766988303366854","2.511915013575204","619","1323","64","21026",
"GO:BP","regulation of inflammatory response","GO:0050727","0.0030766988303366854","2.511915013575204","390","1323","45","21026",
"GO:BP","protein phosphorylation","GO:0006468","0.0030766988303366854","2.511915013575204","1227","1323","111","21026",
"GO:BP","response to other organism","GO:0051707","0.0030766988303366854","2.511915013575204","1592","1323","138","21026",
"GO:BP","leukocyte migration","GO:0050900","0.003117012001763128","2.506261525509665","402","1323","46","21026",
"GO:BP","regulation of intracellular signal transduction","GO:1902531","0.003151581187590431","2.501471500574424","1953","1323","164","21026",
"GO:BP","nucleoside phosphate metabolic process","GO:0006753","0.003336690496267325","2.4766840756338153","646","1323","66","21026",
"GO:BP","regulation of primary metabolic process","GO:0080090","0.0034000250701265765","2.4685178806702472","5390","1323","399","21026",
"GO:BP","purine ribonucleoside triphosphate biosynthetic process","GO:0009206","0.003634150940042605","2.439597038759888","113","1323","19","21026",
"GO:BP","response to oxygen-containing compound","GO:1901700","0.0037266020016116313","2.428686987104919","1669","1323","143","21026",
"GO:BP","regulation of protein modification process","GO:0031399","0.003860150180504775","2.4133957986195034","1049","1323","97","21026",
"GO:BP","nucleoside phosphate biosynthetic process","GO:1901293","0.003921581627594179","2.4065387407342755","314","1323","38","21026",
"GO:BP","purine nucleoside triphosphate biosynthetic process","GO:0009145","0.00401225470269178","2.396611505247214","114","1323","19","21026",
"GO:BP","regulation of protein localization","GO:0032880","0.004094317253584202","2.3878185084876913","907","1323","86","21026",
"GO:BP","smooth muscle contraction","GO:0006939","0.004146713472470756","2.382295972261716","105","1323","18","21026",
"GO:BP","myeloid leukocyte migration","GO:0097529","0.004372184024199998","2.359301566984766","238","1323","31","21026",
"GO:BP","lipid biosynthetic process","GO:0008610","0.004372184024199998","2.359301566984766","729","1323","72","21026",
"GO:BP","head development","GO:0060322","0.004402140752994726","2.3563360755328615","806","1323","78","21026",
"GO:BP","purine ribonucleotide metabolic process","GO:0009150","0.004470467097728459","2.3496470971437278","351","1323","41","21026",
"GO:BP","cytokine-mediated signaling pathway","GO:0019221","0.0045104980095743135","2.3457755044924173","518","1323","55","21026",
"GO:BP","regulation of membrane potential","GO:0042391","0.004620658998815097","2.335296080907272","458","1323","50","21026",
"GO:BP","response to wounding","GO:0009611","0.004657360826476772","2.331860114036924","568","1323","59","21026",
"GO:BP","positive regulation of proteolysis","GO:0045862","0.004806849248976478","2.3181394978764036","218","1323","29","21026",
"GO:BP","ATP metabolic process","GO:0046034","0.004858864467664429","2.3134652149041433","229","1323","30","21026",
"GO:BP","protein localization to extracellular region","GO:0071692","0.004882705198110202","2.311339496215356","388","1323","44","21026",
"GO:BP","positive regulation of cell population proliferation","GO:0008284","0.005118092016506696","2.2908919103398326","954","1323","89","21026",
"GO:BP","regulation of ERK1 and ERK2 cascade","GO:0070372","0.005123911308361901","2.2903983962228973","274","1323","34","21026",
"GO:BP","cell migration involved in sprouting angiogenesis","GO:0002042","0.005433084879447274","2.2649535100615066","55","1323","12","21026",
"GO:BP","nucleoside triphosphate biosynthetic process","GO:0009142","0.005447535650345841","2.2637999189159768","127","1323","20","21026",
"GO:BP","neurogenesis","GO:0022008","0.0055660513527966025","2.2544527911508596","1771","1323","149","21026",
"GO:BP","protein secretion","GO:0009306","0.0055660513527966025","2.2544527911508596","379","1323","43","21026",
"GO:BP","motor behavior","GO:0061744","0.005603698464906802","2.2515252421497105","26","1323","8","21026",
"GO:BP","ribose phosphate metabolic process","GO:0019693","0.005842366466067651","2.2334112051167727","380","1323","43","21026",
"GO:BP","ERK1 and ERK2 cascade","GO:0070371","0.005845646291314412","2.2331674664978594","299","1323","36","21026",
"GO:BP","regulation of secretion by cell","GO:1903530","0.0061761225895720934","2.2092840922956496","563","1323","58","21026",
"GO:BP","regulation of phosphorylation","GO:0042325","0.0061761225895720934","2.2092840922956496","830","1323","79","21026",
"GO:BP","regulation of protein phosphorylation","GO:0001932","0.006316663883271215","2.1995122317844715","779","1323","75","21026",
"GO:BP","tissue morphogenesis","GO:0048729","0.00634216495935012","2.1977624661872337","614","1323","62","21026",
"GO:BP","establishment of protein localization to extracellular region","GO:0035592","0.00634216495935012","2.1977624661872337","382","1323","43","21026",
"GO:BP","generation of precursor metabolites and energy","GO:0006091","0.00634216495935012","2.1977624661872337","478","1323","51","21026",
"GO:BP","circulatory system process","GO:0003013","0.006357036742635111","2.196745278411046","602","1323","61","21026",
"GO:BP","cytoskeleton organization","GO:0007010","0.006357036742635111","2.196745278411046","1529","1323","131","21026",
"GO:BP","purine nucleotide metabolic process","GO:0006163","0.006357036742635111","2.196745278411046","430","1323","47","21026",
"GO:BP","ossification","GO:0001503","0.006357036742635111","2.196745278411046","430","1323","47","21026",
"GO:BP","regulation of blood circulation","GO:1903522","0.00637413349864906","2.1955788449853664","256","1323","32","21026",
"GO:BP","regulation of cell adhesion","GO:0030155","0.006557633856059499","2.1832528357197374","794","1323","76","21026",
"GO:BP","regulation of p38MAPK cascade","GO:1900744","0.006717481924004017","2.172793493531321","41","1323","10","21026",
"GO:BP","ribonucleotide metabolic process","GO:0009259","0.006765176357582762","2.169720877539866","372","1323","42","21026",
"GO:BP","platelet activation","GO:0030168","0.0068443936427687296","2.1646650207606757","140","1323","21","21026",
"GO:BP","nucleotide-sugar biosynthetic process","GO:0009226","0.0068578651669692825","2.1638110578353738","27","1323","8","21026",
"GO:BP","regulation of secretion","GO:0051046","0.0068578651669692825","2.1638110578353738","617","1323","62","21026",
"GO:BP","regulation of smooth muscle contraction","GO:0006940","0.006881335354794188","2.1623272767433965","57","1323","12","21026",
"GO:BP","cell-cell signaling","GO:0007267","0.006881335354794188","2.1623272767433965","1342","1323","117","21026",
"GO:BP","regulation of cell adhesion mediated by integrin","GO:0033628","0.00691253720896796","2.160362517950396","49","1323","11","21026",
"GO:BP","positive regulation of intracellular signal transduction","GO:1902533","0.006952425395206847","2.157863662747705","1113","1323","100","21026",
"GO:BP","GDP-mannose metabolic process","GO:0019673","0.006952425395206847","2.157863662747705","10","1323","5","21026",
"GO:BP","positive regulation of metabolic process","GO:0009893","0.006981558096995828","2.156047643649863","3597","1323","275","21026",
"GO:BP","negative regulation of phosphate metabolic process","GO:0045936","0.007198429218993422","2.1427622613392865","304","1323","36","21026",
"GO:BP","negative regulation of phosphorus metabolic process","GO:0010563","0.007198429218993422","2.1427622613392865","304","1323","36","21026",
"GO:BP","ATP biosynthetic process","GO:0006754","0.007247808465655175","2.1397932920707787","102","1323","17","21026",
"GO:BP","homotypic cell-cell adhesion","GO:0034109","0.007247808465655175","2.1397932920707787","102","1323","17","21026",
"GO:BP","negative regulation of cell adhesion","GO:0007162","0.007314598913185924","2.135809482876438","293","1323","35","21026",
"GO:BP","cellular localization","GO:0051641","0.007462716597097309","2.127103050762534","3661","1323","279","21026",
"GO:BP","enzyme-linked receptor protein signaling pathway","GO:0007167","0.00748656039423841","2.125717667601447","970","1323","89","21026",
"GO:BP","phosphorylation","GO:0016310","0.0076040559318918625","2.118954697327023","1320","1323","115","21026",
"GO:BP","protein transport","GO:0015031","0.007770232734030083","2.109565973014877","1444","1323","124","21026",
"GO:BP","mononuclear cell differentiation","GO:1903131","0.00781982415385414","2.106803012908115","534","1323","55","21026",
"GO:BP","nucleobase-containing small molecule metabolic process","GO:0055086","0.007975869015786343","2.0982219868664496","673","1323","66","21026",
"GO:BP","vascular process in circulatory system","GO:0003018","0.007975869015786343","2.0982219868664496","272","1323","33","21026",
"GO:BP","reproductive system development","GO:0061458","0.008016281968695927","2.096027015117673","318","1323","37","21026",
"GO:BP","proton motive force-driven mitochondrial ATP synthesis","GO:0042776","0.008221428866444095","2.0850526964643405","67","1323","13","21026",
"GO:BP","oxaloacetate(2-) transmembrane transport","GO:1902356","0.008301064807049249","2.0808661955558403","3","1323","3","21026",
"GO:BP","positive regulation of macromolecule metabolic process","GO:0010604","0.008301064807049249","2.0808661955558403","3288","1323","253","21026",
"GO:BP","regulation of mitochondrial membrane permeability involved in programmed necrotic cell death","GO:1902445","0.008301064807049249","2.0808661955558403","3","1323","3","21026",
"GO:BP","malate transport","GO:0015743","0.008301064807049249","2.0808661955558403","3","1323","3","21026",
"GO:BP","malate transmembrane transport","GO:0071423","0.008301064807049249","2.0808661955558403","3","1323","3","21026",
"GO:BP","regulation of mononuclear cell migration","GO:0071675","0.008301064807049249","2.0808661955558403","143","1323","21","21026",
"GO:BP","platelet aggregation","GO:0070527","0.008301064807049249","2.0808661955558403","76","1323","14","21026",
"GO:BP","negative regulation of signal transduction","GO:0009968","0.00853299651519834","2.0688984317294192","1326","1323","115","21026",
"GO:BP","myeloid leukocyte differentiation","GO:0002573","0.008577453608358607","2.0666416221716255","240","1323","30","21026",
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","0.008584384196761748","2.0662908536236846","1588","1323","134","21026",
"GO:BP","mesenchyme development","GO:0060485","0.00862506606982913","2.0642375694544204","320","1323","37","21026",
"GO:BP","branching involved in salivary gland morphogenesis","GO:0060445","0.009267557491946436","2.0330347111135976","22","1323","7","21026",
"GO:BP","generation of neurons","GO:0048699","0.009286580984550272","2.032144149606809","1536","1323","130","21026",
"GO:BP","carboxylic acid metabolic process","GO:0019752","0.009509444069558353","2.021844871556836","887","1323","82","21026",
"GO:BP","immune response-regulating signaling pathway","GO:0002764","0.00954021665325504","2.0204417625868105","540","1323","55","21026",
"GO:BP","regulation of muscle system process","GO:0090257","0.009730575673488116","2.011861465546282","231","1323","29","21026",
"GO:BP","organic acid metabolic process","GO:0006082","0.009938369544245502","2.002684858662856","915","1323","84","21026",
"GO:BP","vasoconstriction","GO:0042310","0.010237669105774984","1.989798911497862","87","1323","15","21026",
"GO:BP","cell activation","GO:0001775","0.010907876437105618","1.962259790329522","1132","1323","100","21026",
"GO:BP","striated muscle tissue development","GO:0014706","0.010940040850734458","1.960981056319276","408","1323","44","21026",
"GO:BP","regulation of hormone levels","GO:0010817","0.010940040850734458","1.960981056319276","556","1323","56","21026",
"GO:BP","positive regulation of cell communication","GO:0010647","0.01099444160969073","1.9588268228732866","1795","1323","148","21026",
"GO:BP","immune response-activating signaling pathway","GO:0002757","0.011006295292086708","1.9583588395165539","494","1323","51","21026",
"GO:BP","organelle localization","GO:0051640","0.011150264265510908","1.952714839549175","620","1323","61","21026",
"GO:BP","nitrogen compound transport","GO:0071705","0.011199548986767229","1.9507994663032258","1923","1323","157","21026",
"GO:BP","regulation of catabolic process","GO:0009894","0.01137570455761985","1.9440216956809038","1040","1323","93","21026",
